Address,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
21 Balfour Av,Heathmont,5,h,1825000.0,SP,Barry,19/08/2017,21.3,3135.0,5.0,3.0,2.0,779.0,,1975.0,,-37.83015,145.24171,Eastern Metropolitan,3794.0
4 Lee Ct,Heathmont,3,h,1000000.0,S,Philip,19/08/2017,21.3,3135.0,3.0,1.0,1.0,715.0,,,,-37.82707,145.22914,Eastern Metropolitan,3794.0
13 Tennyson St,Highett,3,h,1080000.0,S,hockingstuart,19/08/2017,16.0,3190.0,3.0,1.0,2.0,652.0,,,,-37.95422,145.054,Southern Metropolitan,4794.0
34 Tennyson St,Highett,3,h,2585000.0,S,Buxton,19/08/2017,16.0,3190.0,3.0,2.0,1.0,703.0,,,,-37.95457,145.05387,Southern Metropolitan,4794.0
13 Train St,Highett,5,h,1225000.0,S,Buxton,19/08/2017,16.0,3190.0,5.0,2.0,2.0,506.0,210.0,1950.0,,-37.94708,145.04056,Southern Metropolitan,4794.0
25 Castlewellan Bvd,Hillside,4,h,1111000.0,S,Barry,19/08/2017,18.0,3037.0,4.0,2.0,2.0,2002.0,,,,-37.69547,144.73018000000005,Western Metropolitan,5556.0
3 Silvana Wy,Hillside,3,h,478000.0,S,Barry,19/08/2017,18.0,3037.0,3.0,1.0,1.0,318.0,118.0,2003.0,,-37.70388,144.75259,Western Metropolitan,5556.0
22 Roseland Cr,Hoppers Crossing,3,h,520000.0,S,Reliance,19/08/2017,18.4,3029.0,3.0,1.0,2.0,538.0,112.0,1980.0,,-37.88531,144.68431,Western Metropolitan,13830.0
29 Hendricks Cr,Jacana,4,h,650000.0,S,Stockdale,19/08/2017,14.0,3047.0,4.0,3.0,1.0,693.0,120.0,1980.0,,-37.68196,144.90661,Northern Metropolitan,851.0
31 Chappell Pl,Keilor East,4,h,981000.0,S,Nelson,19/08/2017,11.7,3033.0,4.0,2.0,2.0,633.0,,,,-37.7393,144.86338999999995,Western Metropolitan,5629.0
4 Limestone Av,Keilor East,3,h,1295000.0,S,Jellis,19/08/2017,11.7,3033.0,3.0,3.0,2.0,326.0,271.0,2012.0,,-37.74009,144.87787,Western Metropolitan,5629.0
41 Patricia St,Keilor East,4,h,1250000.0,S,Nelson,19/08/2017,11.7,3033.0,4.0,2.0,2.0,534.0,211.0,1970.0,,-37.74514,144.87313,Western Metropolitan,5629.0
15 Shelley St,Keilor East,4,h,986000.0,S,Nelson,19/08/2017,11.7,3033.0,4.0,1.0,2.0,615.0,176.0,1964.0,,-37.74127,144.86648,Western Metropolitan,5629.0
9A The Crossway,Keilor East,3,h,620000.0,PI,Nelson,19/08/2017,11.7,3033.0,3.0,2.0,1.0,292.0,113.0,2013.0,,-37.74695,144.86625,Western Metropolitan,5629.0
89 Stockmans Wy,Kensington,2,t,841000.0,S,Edward,19/08/2017,3.4,3031.0,2.0,1.0,1.0,105.0,108.0,2005.0,,-37.79244,144.92036000000004,Northern Metropolitan,5263.0
30 Stirling St,Kew,3,h,2180000.0,S,Jellis,19/08/2017,5.4,3101.0,3.0,1.0,2.0,372.0,126.0,1905.0,,-37.80946,145.04251000000005,Southern Metropolitan,10331.0
37 Wellington St,Kew,4,h,4000000.0,S,Marshall,19/08/2017,5.4,3101.0,4.0,2.0,3.0,792.0,,,,-37.80926,145.0331,Southern Metropolitan,10331.0
108 Willsmere Rd,Kew,3,h,1775000.0,VB,Jellis,19/08/2017,5.4,3101.0,3.0,2.0,4.0,733.0,,,,-37.79398,145.03777,Southern Metropolitan,10331.0
13 Ramsay Av,Kew East,3,h,2118000.0,S,Nelson,19/08/2017,7.3,3102.0,3.0,2.0,2.0,664.0,188.0,1930.0,,-37.79639,145.04595,Southern Metropolitan,2671.0
47 Churchill Wy,Kilsyth,3,h,710000.0,SP,McGrath,19/08/2017,26.0,3137.0,3.0,1.0,2.0,837.0,130.0,1960.0,,-37.79682,145.30467,Eastern Metropolitan,4654.0
16 Regina St,Kilsyth,3,h,780000.0,SP,McGrath,19/08/2017,26.0,3137.0,3.0,2.0,1.0,862.0,162.0,1986.0,,-37.80212,145.33016999999995,Eastern Metropolitan,4654.0
11 Delmare St,Lalor,3,h,700000.0,S,HAR,19/08/2017,16.3,3075.0,3.0,1.0,1.0,537.0,103.0,1975.0,,-37.66958,145.02941,Northern Metropolitan,8279.0
5 Ballarat Rd,Maidstone,2,h,610000.0,PI,Sweeney,19/08/2017,6.4,3012.0,2.0,1.0,2.0,208.0,,,,-37.78865,144.88276000000005,Western Metropolitan,3873.0
46 Karma Av,Malvern East,3,h,2030000.0,S,Marshall,19/08/2017,8.4,3145.0,3.0,2.0,2.0,660.0,172.0,1940.0,,-37.87939,145.0656,Southern Metropolitan,8801.0
49 Tennyson St,Malvern East,3,h,1800000.0,PI,Jellis,19/08/2017,8.4,3145.0,3.0,2.0,1.0,460.0,123.0,1910.0,,-37.87241,145.05103,Southern Metropolitan,8801.0
57 River St,Maribyrnong,4,h,1500000.0,S,RW,19/08/2017,4.3,3032.0,4.0,2.0,2.0,650.0,174.0,2000.0,,-37.77961,144.88586999999995,Western Metropolitan,4918.0
124 Wheatley Rd,McKinnon,3,t,1125000.0,PI,Buxton,19/08/2017,11.4,3204.0,3.0,2.0,2.0,305.0,,,,-37.90734000000001,145.03438,Southern Metropolitan,2397.0
18 Brennan St,Melton South,3,h,460000.0,S,Ryder,19/08/2017,29.8,3338.0,3.0,1.0,1.0,602.0,108.0,1980.0,,-37.70484,144.57261,Western Victoria,4718.0
2/20 Albenca St,Mentone,3,t,881000.0,S,Buxton,19/08/2017,20.0,3194.0,3.0,2.0,1.0,332.0,,,,-37.98001,145.07457,South-Eastern Metropolitan,6162.0
16 Etherington Dr,Mernda,3,h,430000.0,SP,Harcourts,19/08/2017,25.9,3754.0,3.0,2.0,2.0,180.0,,,,-37.59827,145.07939,Northern Metropolitan,5812.0
5 Haig St,Mernda,3,h,547000.0,S,Ray,19/08/2017,25.9,3754.0,3.0,2.0,2.0,410.0,135.0,2012.0,,-37.59665,145.08876999999995,Northern Metropolitan,5812.0
38A Carroll Cr,Mill Park,3,h,470000.0,S,Ray,19/08/2017,17.9,3082.0,3.0,1.0,1.0,290.0,,,,-37.6669,145.04234,Northern Metropolitan,10529.0
2/50 Coventry St,Montmorency,3,h,756000.0,S,Fletchers,19/08/2017,16.2,3094.0,3.0,1.0,2.0,204.0,102.0,2000.0,,-37.72266,145.12171999999995,Eastern Metropolitan,3891.0
4 Longview Rd,Mount Evelyn,3,h,515000.0,S,Ray,19/08/2017,31.6,3796.0,3.0,1.0,0.0,915.0,101.0,1970.0,,-37.78495,145.3919,Eastern Victoria,3532.0
7 Huntingtower Cr,Mount Waverley,4,h,1750000.0,SA,Jellis,19/08/2017,14.2,3149.0,4.0,2.0,2.0,570.0,,,,-37.87655,145.1401,Eastern Metropolitan,13366.0
10 Rhonda St,Mount Waverley,4,h,1340000.0,S,Barry,19/08/2017,14.2,3149.0,4.0,2.0,2.0,800.0,160.0,1970.0,,-37.88859,145.13335,Eastern Metropolitan,13366.0
59A Nolan St,Niddrie,3,t,1150000.0,SP,Barry,19/08/2017,10.4,3042.0,3.0,2.0,1.0,317.0,210.0,2012.0,,-37.74103,144.8851,Western Metropolitan,2291.0
9 Patterson St,Nunawading,3,h,1218000.0,S,Ray,19/08/2017,15.4,3131.0,3.0,1.0,1.0,757.0,125.0,1953.0,,-37.82568,145.16752,Eastern Metropolitan,4973.0
41 Colin Rd,Oakleigh South,2,h,955500.0,S,Ray,19/08/2017,15.5,3167.0,2.0,1.0,3.0,697.0,,,,-37.91698,145.11225,South-Eastern Metropolitan,3692.0
347 Koornang Rd,Ormond,3,h,1005500.0,S,Jellis,19/08/2017,11.4,3204.0,3.0,1.0,2.0,369.0,,,,-37.90286,145.05425,Southern Metropolitan,3578.0
55 Alpine Gr,Pascoe Vale,3,h,980000.0,S,Nelson,19/08/2017,8.5,3044.0,3.0,1.0,1.0,546.0,103.0,1950.0,,-37.72208,144.93714,Northern Metropolitan,7485.0
3/136 Derby St,Pascoe Vale,2,t,585500.0,S,Nelson,19/08/2017,8.5,3044.0,2.0,1.0,1.0,100.0,105.0,2012.0,,-37.7249,144.9474,Northern Metropolitan,7485.0
360 Howe Pde,Port Melbourne,3,h,1230000.0,S,RT,19/08/2017,3.5,3207.0,3.0,1.0,0.0,340.0,,,,-37.83674,144.9242,Southern Metropolitan,8648.0
6 Aberdeen Rd,Prahran,3,h,1390000.0,S,Marshall,19/08/2017,4.6,3181.0,3.0,2.0,1.0,125.0,0.0,2002.0,,-37.85257,145.00296,Southern Metropolitan,7717.0
15 Albert St,Preston,3,h,961000.0,S,Nelson,19/08/2017,8.4,3072.0,3.0,1.0,2.0,529.0,144.0,1970.0,,-37.75049,145.02098999999995,Northern Metropolitan,14577.0
11 Jackman St,Preston,3,h,1001000.0,S,Nelson,19/08/2017,8.4,3072.0,3.0,1.0,2.0,464.0,,,,-37.74503,145.01295,Northern Metropolitan,14577.0
20 Barton St,Reservoir,3,h,876000.0,S,Barry,19/08/2017,12.0,3073.0,3.0,1.0,2.0,653.0,120.0,1950.0,,-37.71142,145.00377,Northern Metropolitan,21650.0
49 Liston Av,Reservoir,4,h,866000.0,S,HAR,19/08/2017,12.0,3073.0,4.0,2.0,4.0,576.0,150.0,1940.0,,-37.69742,145.01604,Northern Metropolitan,21650.0
19 Lucille Av,Reservoir,3,h,775500.0,S,Ray,19/08/2017,12.0,3073.0,3.0,1.0,3.0,586.0,120.0,1960.0,,-37.69983,145.02202,Northern Metropolitan,21650.0
25 Ramleh Rd,Reservoir,4,h,920000.0,S,Ray,19/08/2017,12.0,3073.0,4.0,2.0,2.0,743.0,,,,-37.70848,145.03055,Northern Metropolitan,21650.0
21 Rossiter Av,Roxburgh Park,3,h,400000.0,S,Red,19/08/2017,20.6,3064.0,3.0,1.0,2.0,368.0,,,,-37.63693,144.92581,Northern Metropolitan,5833.0
16 Mountain St,South Melbourne,3,h,1412000.0,SP,Marshall,19/08/2017,1.9,3205.0,3.0,1.0,,128.0,130.0,1880.0,,-37.83731,144.95057,Southern Metropolitan,5943.0
3 McArthurs Rd,South Morang,5,h,597000.0,S,Ray,19/08/2017,20.5,3752.0,5.0,3.0,2.0,582.0,175.0,2000.0,,-37.62292,145.09507,Northern Metropolitan,7969.0
2A Albion St,South Yarra,3,h,1400000.0,S,hockingstuart,19/08/2017,2.7,3141.0,3.0,2.0,2.0,462.0,,,,-37.84315,144.98596,Southern Metropolitan,14887.0
22 Cullen St,Spotswood,2,h,782500.0,S,Barlow,19/08/2017,6.2,3015.0,2.0,1.0,1.0,243.0,,,,-37.82859000000001,144.87947,Western Metropolitan,1223.0
4 Lindy Ct,Springvale South,3,h,750000.0,VB,Boutique,19/08/2017,22.2,3172.0,3.0,1.0,3.0,775.0,,,,-37.9748,145.15213,South-Eastern Metropolitan,4054.0
29 Gillespie Rd,St Albans,3,h,626000.0,S,YPA,19/08/2017,14.0,3021.0,3.0,1.0,2.0,557.0,138.0,1985.0,,-37.73497,144.7864,Western Metropolitan,14042.0
7 Caravelle Cr,Strathmore Heights,3,h,1000000.0,S,Considine,19/08/2017,8.2,3041.0,3.0,1.0,2.0,534.0,149.0,1960.0,,-37.71106,144.89427,Western Metropolitan,389.0
17 Curtin Dr,Sunbury,3,h,480500.0,S,One,19/08/2017,31.7,3429.0,3.0,1.0,1.0,664.0,,,,-37.56279,144.7304,Western Metropolitan,14092.0
1 Plante Ct,Sunbury,3,h,431250.0,SP,L,19/08/2017,31.7,3429.0,3.0,2.0,2.0,650.0,,,,-37.58479000000001,144.71541000000005,Western Metropolitan,14092.0
19A Park Dr,Sunshine North,3,h,502500.0,S,Douglas,19/08/2017,10.5,3020.0,3.0,1.0,3.0,331.0,123.0,1995.0,,-37.75962,144.82596,Western Metropolitan,4217.0
3 Arnold St,Sunshine West,3,h,650000.0,S,Douglas,19/08/2017,10.5,3020.0,3.0,1.0,1.0,650.0,117.0,1965.0,,-37.78651,144.81357,Western Metropolitan,6763.0
1 Oak St,Surrey Hills,5,h,1825000.0,S,Fletchers,19/08/2017,10.2,3127.0,5.0,3.0,2.0,368.0,,,,-37.83587,145.10914,Southern Metropolitan,5457.0
53 Park Rd,Surrey Hills,3,h,2567500.0,S,Fletchers,19/08/2017,10.2,3127.0,3.0,2.0,2.0,1004.0,,,,-37.83603,145.10596,Southern Metropolitan,5457.0
45 Templemore Dr,Templestowe,4,h,1150000.0,PI,Barry,19/08/2017,15.5,3106.0,4.0,2.0,2.0,779.0,185.0,1980.0,,-37.75592,145.16605,Eastern Metropolitan,6202.0
3 Artemis Ct,Templestowe Lower,4,h,1280000.0,PI,Barry,19/08/2017,12.4,3107.0,4.0,2.0,2.0,887.0,195.0,1970.0,,-37.77493,145.12547,Eastern Metropolitan,5420.0
27 Gooch St,Thornbury,2,h,1200000.0,S,Nelson,19/08/2017,7.0,3071.0,2.0,1.0,1.0,277.0,,,,-37.75802,145.00264,Northern Metropolitan,8870.0
7 Canary Cl,Truganina,4,h,635000.0,S,TRUE,19/08/2017,18.4,3029.0,4.0,2.0,2.0,512.0,,,,-37.83824,144.72101999999995,Western Metropolitan,5811.0
84 Centre Rd,Vermont,5,h,1300000.0,S,Noel,19/08/2017,17.2,3133.0,5.0,2.0,2.0,891.0,177.0,1980.0,,-37.83691,145.21268999999995,Eastern Metropolitan,4181.0
48 Coonawarra Dr,Vermont South,4,h,1138000.0,S,M.J,19/08/2017,17.2,3133.0,4.0,2.0,2.0,784.0,,,,-37.85211,145.20174,Eastern Metropolitan,4280.0
10 Shearers Ct,Vermont South,5,h,1360000.0,S,Biggin,19/08/2017,17.2,3133.0,5.0,3.0,2.0,882.0,212.0,1970.0,,-37.85995,145.18579,Eastern Metropolitan,4280.0
104 Weeden Dr,Vermont South,5,h,1300000.0,S,Biggin,19/08/2017,17.2,3133.0,5.0,2.0,2.0,786.0,,,,-37.86072,145.18489,Eastern Metropolitan,4280.0
11 Jedem Cl,Viewbank,4,h,1612000.0,S,Miles,19/08/2017,8.9,3084.0,4.0,2.0,2.0,1113.0,,,,-37.73106,145.10237,Eastern Metropolitan,2698.0
6 Priscilla Ct,Wantirna,4,h,1150000.0,S,Harcourts,19/08/2017,14.7,3152.0,4.0,2.0,2.0,842.0,,,,-37.85733,145.22616000000005,Eastern Metropolitan,5424.0
79 Somes St,Wantirna South,5,h,1235000.0,S,Barry,19/08/2017,14.7,3152.0,5.0,3.0,2.0,634.0,294.0,2000.0,,-37.88634,145.21601,Eastern Metropolitan,7082.0
3 Speers Ct,Warrandyte,4,h,1600000.0,S,Barry,19/08/2017,21.1,3113.0,4.0,2.0,2.0,4168.0,,,,-37.74611,145.17835,Eastern Metropolitan,2003.0
3 Leafield St,Watsonia,4,h,900000.0,SP,Nelson,19/08/2017,14.5,3087.0,4.0,1.0,1.0,670.0,,1960.0,,-37.71209,145.0757,Northern Metropolitan,2329.0
29 Briardale Dr,Werribee,3,h,490000.0,S,hockingstuart,19/08/2017,14.7,3030.0,3.0,2.0,2.0,536.0,141.0,1990.0,,-37.90419,144.63761,Western Metropolitan,16166.0
31 Hooker Rd,Werribee,3,h,412700.0,S,hockingstuart,19/08/2017,14.7,3030.0,3.0,1.0,1.0,299.0,112.0,2005.0,,-37.89513,144.64056000000005,Western Metropolitan,16166.0
27 Busch St,West Footscray,4,h,990000.0,S,RW,19/08/2017,6.4,3012.0,4.0,2.0,2.0,501.0,129.0,1960.0,,-37.79591,144.87595,Western Metropolitan,5058.0
11 Church St,West Footscray,3,h,1100500.0,S,Jas,19/08/2017,6.4,3012.0,3.0,2.0,2.0,427.0,119.0,1936.0,,-37.79105,144.87913999999995,Western Metropolitan,5058.0
24 Oxford St,West Footscray,3,h,675000.0,VB,GL,19/08/2017,6.4,3012.0,3.0,1.0,1.0,160.0,,,,-37.79219000000001,144.87575,Western Metropolitan,5058.0
28 Tucker St,West Footscray,2,h,855000.0,S,Biggin,19/08/2017,6.4,3012.0,2.0,1.0,1.0,332.0,,,,-37.79136,144.87618999999995,Western Metropolitan,5058.0
12 Erskine Cr,Wheelers Hill,4,h,1200000.0,S,Ray,19/08/2017,16.7,3150.0,4.0,2.0,2.0,650.0,,,,-37.91026,145.19298,South-Eastern Metropolitan,7392.0
99 Grandview Rd,Wheelers Hill,4,h,1480000.0,S,Ray,19/08/2017,16.7,3150.0,4.0,3.0,2.0,649.0,,,,-37.9163,145.19612,South-Eastern Metropolitan,7392.0
2 Rodney Cl,Wheelers Hill,4,h,1500000.0,S,Ray,19/08/2017,16.7,3150.0,4.0,2.0,2.0,657.0,,,,-37.90466,145.19433999999995,South-Eastern Metropolitan,7392.0
4 Tyrone Ct,Wheelers Hill,4,h,1194700.0,SP,Fletchers,19/08/2017,16.7,3150.0,4.0,2.0,2.0,875.0,,,,-37.92048,145.18258,South-Eastern Metropolitan,7392.0
54 Victoria St,Williamstown,5,h,2550000.0,PI,Williams,19/08/2017,6.8,3016.0,5.0,2.0,2.0,840.0,244.0,1910.0,,-37.8633,144.88871,Western Metropolitan,6380.0
11 Chisholm Pl,Wyndham Vale,3,h,475000.0,S,hockingstuart,19/08/2017,27.2,3024.0,3.0,2.0,1.0,300.0,179.0,,,-37.88162,144.62082,Western Metropolitan,5262.0
39 Fahey Cr,Yallambie,4,h,1025000.0,S,Nelson,19/08/2017,12.7,3085.0,4.0,2.0,2.0,585.0,212.0,2014.0,,-37.73022,145.08361000000005,Northern Metropolitan,1369.0
10 Caroline St,Aberfeldie,5,h,1830000.0,S,Rendina,23/09/2017,7.5,3040.0,5.0,4.0,4.0,730.0,373.0,2014.0,,-37.7595,144.89427,Western Metropolitan,1543.0
33 Bedford St,Airport West,3,h,860000.0,S,Harcourts,23/09/2017,10.4,3042.0,3.0,2.0,2.0,593.0,,,,-37.72057,144.87558,Western Metropolitan,3464.0
16 Highridge Cr,Airport West,3,h,850000.0,S,Brad,23/09/2017,10.4,3042.0,3.0,1.0,2.0,551.0,96.0,1950.0,,-37.72739,144.88235,Western Metropolitan,3464.0
5 Hedgerow Ct,Albanvale,3,h,565000.0,S,Bells,23/09/2017,14.0,3021.0,3.0,1.0,2.0,619.0,,,,-37.74521,144.76863,Western Metropolitan,1899.0
59 Moubray St,Albert Park,3,h,2100000.0,VB,Cayzer,23/09/2017,3.0,3206.0,3.0,2.0,,137.0,125.0,1890.0,,-37.84388,144.95303,Southern Metropolitan,3280.0
41 Adelaide St,Albion,3,h,760000.0,S,Bells,23/09/2017,10.5,3020.0,3.0,1.0,1.0,697.0,121.0,1950.0,,-37.78036,144.8195,Western Metropolitan,2185.0
52 Spicer Bvd,Altona Meadows,4,h,750000.0,S,YPA,23/09/2017,15.5,3028.0,4.0,2.0,2.0,636.0,232.0,1996.0,,-37.87941,144.76935,Western Metropolitan,7630.0
35 Mahon Av,Altona North,3,h,980000.0,S,Barlow,23/09/2017,9.4,3025.0,3.0,1.0,2.0,667.0,,,,-37.82853,144.85091,Western Metropolitan,5132.0
105 Third Av,Altona North,4,h,970000.0,S,Sweeney,23/09/2017,9.4,3025.0,4.0,1.0,5.0,561.0,,,,-37.83224000000001,144.85299999999995,Western Metropolitan,5132.0
9 Bailey Av,Armadale,4,h,3000000.0,VB,Kay,23/09/2017,6.3,3143.0,4.0,3.0,2.0,474.0,180.0,1915.0,,-37.86345,145.02454,Southern Metropolitan,4836.0
22 Gladstone Av,Armadale,3,h,1500000.0,VB,hockingstuart,23/09/2017,6.3,3143.0,3.0,1.0,,230.0,115.0,1900.0,,-37.86275,145.02364,Southern Metropolitan,4836.0
13 Brisbane St,Ascot Vale,3,t,1130000.0,S,Nelson,23/09/2017,4.3,3032.0,3.0,2.0,1.0,231.0,,,,-37.77373,144.9311,Western Metropolitan,6567.0
3A Crete Av,Ashburton,3,h,1210000.0,S,Jellis,23/09/2017,10.2,3147.0,3.0,1.0,3.0,407.0,93.0,1955.0,,-37.8696,145.0866,Southern Metropolitan,3052.0
20 Eleanor St,Ashburton,3,h,1840000.0,SP,Buxton,23/09/2017,10.2,3147.0,3.0,1.0,2.0,648.0,,,,-37.8614,145.08436,Southern Metropolitan,3052.0
12 Belmore Rd,Balwyn,5,h,2580000.0,PI,Marshall,23/09/2017,7.9,3103.0,5.0,5.0,2.0,621.0,575.0,2009.0,,-37.80199,145.06486,Southern Metropolitan,5682.0
85 Clifton St,Balwyn North,4,h,1400000.0,VB,hockingstuart,23/09/2017,9.7,3104.0,4.0,2.0,1.0,629.0,,,,-37.79241,145.10445,Southern Metropolitan,7809.0
85 Begonia Av,Bayswater,3,h,755000.0,S,iTRAK,23/09/2017,23.2,3153.0,3.0,2.0,4.0,782.0,,,,-37.85002,145.25964,Eastern Metropolitan,5030.0
4 David Cl,Bayswater North,3,h,800000.0,S,McGrath,23/09/2017,23.2,3153.0,3.0,2.0,5.0,931.0,,,,-37.82534,145.29921000000004,Eastern Metropolitan,3598.0
8 Skye Ct,Bayswater North,3,h,724000.0,S,iTRAK,23/09/2017,23.2,3153.0,3.0,2.0,2.0,482.0,147.0,1990.0,,-37.82391,145.30266,Eastern Metropolitan,3598.0
9A Comas Rd,Beaumaris,3,h,1150000.0,VB,Marshall,23/09/2017,17.3,3193.0,3.0,2.0,2.0,335.0,,1996.0,,-37.97316,145.04041999999995,Southern Metropolitan,5366.0
3 Bendigo Av,Bentleigh,5,h,1915000.0,PI,Obrien,23/09/2017,11.4,3204.0,5.0,2.0,2.0,590.0,,,,-37.92508,145.03606000000005,Southern Metropolitan,6795.0
14 Delhi St,Bentleigh,4,h,1410000.0,PI,Woodards,23/09/2017,11.4,3204.0,4.0,3.0,4.0,623.0,214.0,1950.0,,-37.92588,145.04808,Southern Metropolitan,6795.0
316 Chesterville Rd,Bentleigh East,2,h,1020000.0,VB,Buxton,23/09/2017,13.8,3165.0,2.0,1.0,2.0,597.0,115.0,1959.0,,-37.93574,145.06169,Southern Metropolitan,10969.0
9 Vine Ct,Bentleigh East,4,h,1675000.0,S,Jellis,23/09/2017,13.8,3165.0,4.0,2.0,2.0,400.0,294.0,,,-37.91608,145.05715,Southern Metropolitan,10969.0
13 Ridge Rd,Berwick,3,h,835000.0,SP,Barry,23/09/2017,35.2,3806.0,3.0,2.0,2.0,957.0,,,,-38.03383,145.36314,Eastern Victoria,17093.0
3/3 First St,Black Rock,3,u,945000.0,S,Ray,23/09/2017,17.3,3193.0,3.0,2.0,2.0,749.0,,1980.0,,-37.97676,145.01851000000005,Southern Metropolitan,2866.0
3/33 Glen Ebor Av,Blackburn,3,h,786000.0,S,Ray,23/09/2017,13.4,3130.0,3.0,1.0,2.0,1271.0,,,,-37.82151,145.16138999999995,Eastern Metropolitan,5713.0
31 Primula St,Blackburn North,5,h,1555000.0,S,Buxton,23/09/2017,13.4,3130.0,5.0,2.0,2.0,602.0,,,,-37.80425,145.14477,Eastern Metropolitan,2867.0
101 Shafer Rd,Blackburn North,4,h,1475000.0,PI,Fletchers,23/09/2017,13.4,3130.0,4.0,2.0,2.0,582.0,240.0,2011.0,,-37.80505,145.14919,Eastern Metropolitan,2867.0
144 Middleborough Rd,Blackburn South,4,h,1229000.0,S,McGrath,23/09/2017,13.4,3130.0,4.0,2.0,2.0,727.0,115.0,1960.0,,-37.84378,145.13407,Eastern Metropolitan,4387.0
37 Mernda Av,Bonbeach,3,h,965000.0,SP,hockingstuart,23/09/2017,27.0,3196.0,3.0,2.0,2.0,572.0,127.0,1950.0,,-38.06866,145.12677,South-Eastern Metropolitan,2887.0
2/8 Simpsons Rd,Box Hill,2,u,653000.0,S,Philip,23/09/2017,10.9,3128.0,2.0,1.0,1.0,84.0,77.0,1970.0,,-37.8179,145.1341,Eastern Metropolitan,4605.0
86 Glencairn Av,Brighton East,5,h,2750000.0,S,Buxton,23/09/2017,10.3,3187.0,5.0,3.0,3.0,626.0,,,,-37.92427,145.02003,Southern Metropolitan,6938.0
12 Merricks St,Broadmeadows,3,h,575500.0,S,Barry,23/09/2017,14.0,3047.0,3.0,1.0,3.0,580.0,,,,-37.6798,144.90936000000005,Northern Metropolitan,4294.0
1 Brack Av,Brooklyn,3,h,901000.0,SP,hockingstuart,23/09/2017,6.4,3012.0,3.0,2.0,3.0,738.0,,,,-37.8227,144.84094,Western Metropolitan,962.0
281 Albion St,Brunswick,3,h,1150000.0,S,hockingstuart,23/09/2017,5.2,3056.0,3.0,1.0,1.0,360.0,,1900.0,,-37.75992,144.95664,Northern Metropolitan,11918.0
232 Brunswick Rd,Brunswick,3,h,1280000.0,SP,Chambers,23/09/2017,5.2,3056.0,3.0,1.0,2.0,212.0,,,,-37.77695,144.95785,Northern Metropolitan,11918.0
146 Donald St,Brunswick,3,h,1325000.0,S,Jellis,23/09/2017,5.2,3056.0,3.0,1.0,1.0,331.0,120.0,1920.0,,-37.75877,144.97316,Northern Metropolitan,11918.0
15 Eveline St,Brunswick,4,h,1630000.0,VB,Nelson,23/09/2017,5.2,3056.0,4.0,2.0,1.0,278.0,174.0,1880.0,,-37.77081,144.96318,Northern Metropolitan,11918.0
43 Mitchell St,Brunswick,4,h,1275000.0,PI,Jellis,23/09/2017,5.2,3056.0,4.0,1.0,2.0,518.0,,,,-37.75883,144.96749,Northern Metropolitan,11918.0
22 Stanley St,Brunswick,4,h,1770000.0,S,Nelson,23/09/2017,5.2,3056.0,4.0,2.0,3.0,461.0,187.0,1930.0,,-37.76296,144.97239,Northern Metropolitan,11918.0
20 Glenmorgan St,Brunswick East,2,h,1065000.0,S,Nelson,23/09/2017,4.0,3057.0,2.0,1.0,1.0,186.0,,,,-37.76321,144.97836999999996,Northern Metropolitan,5533.0
2/162 Lygon St,Brunswick East,2,u,522000.0,SP,Jellis,23/09/2017,4.0,3057.0,2.0,1.0,1.0,186.0,,,,-37.77315,144.97161,Northern Metropolitan,5533.0
30 Cornwall St,Brunswick West,3,h,1000000.0,SP,Woodards,23/09/2017,5.2,3055.0,3.0,1.0,2.0,399.0,105.0,1950.0,,-37.75744,144.94945,Northern Metropolitan,7082.0
3 Temple St,Brunswick West,3,h,1080000.0,SP,Nelson,23/09/2017,5.2,3055.0,3.0,1.0,2.0,218.0,,,,-37.76563,144.94111,Northern Metropolitan,7082.0
12 Ralph St,Bulleen,4,h,1300000.0,PI,Luxton,23/09/2017,10.8,3105.0,4.0,2.0,3.0,650.0,120.0,1960.0,,-37.77352,145.09843999999995,Eastern Metropolitan,4480.0
12 Rocklea Rd,Bulleen,3,h,1331000.0,S,Barry,23/09/2017,10.8,3105.0,3.0,2.0,2.0,697.0,158.0,1970.0,,-37.76823,145.08103,Eastern Metropolitan,4480.0
219 Greenwood Dr,Bundoora,3,h,745000.0,S,Ray,23/09/2017,12.1,3083.0,3.0,1.0,2.0,586.0,,1970.0,,-37.70762,145.07179,Northern Metropolitan,10175.0
16 Stanthorp St,Burnside Heights,3,h,655000.0,S,YPA,23/09/2017,14.8,3023.0,3.0,2.0,2.0,419.0,,2007.0,,-37.73244,144.75669,Western Metropolitan,1686.0
3 Sugarloaf Cl,Burwood East,3,h,680000.0,VB,Noel,23/09/2017,14.7,3151.0,3.0,1.0,1.0,189.0,,,,-37.85777,145.14009,Eastern Metropolitan,4048.0
15 Tyne St,Camberwell,4,h,2850000.0,S,Jellis,23/09/2017,7.7,3124.0,4.0,2.0,8.0,905.0,,,,-37.84578,145.08436,Southern Metropolitan,8920.0
3 Wiringa Av,Camberwell,5,h,2800000.0,VB,Marshall,23/09/2017,7.7,3124.0,5.0,2.0,2.0,768.0,254.0,1990.0,,-37.83825,145.08163000000005,Southern Metropolitan,8920.0
